,Partners,date,DairyEggHoney,Cereal,Fish,FruitNut,LiveAnimal,Meat,Vegetables,TotalBalance,Rate Per Million
3041,Paraguay,11/1/2020,520.0,98581.0,-147.0,-1016.0,-1250.0,121031.0,-2111.0,259744,1248.0
3049,Portugal,11/1/2020,-18045.0,-57125.0,-105300.0,6515.0,14567.0,-68615.0,-14228.0,-198095,4370.0
3069,Serbia,11/1/2020,-1847.0,95877.0,-4415.0,33797.0,3119.0,-9111.0,1459.0,163015,1782.0
3082,South Africa,11/1/2020,7583.0,-39729.0,20234.0,136282.0,-11977.0,-12013.0,3535.0,148051,384.0
3087,Spain,11/1/2020,-19371.0,-241528.0,-334936.0,690564.0,13091.0,879611.0,638652.0,1670219,5329.0
3095,Switzerland,11/1/2020,26891.0,-20517.0,-55183.0,-118924.0,-6486.0,-47339.0,-58154.0,-235576,9159.0
3099,France,12/1/2019,248672.0,534455.0,-339300.0,-363449.0,151510.0,-61152.0,-67165.0,147371,0.0
3100,Spain,12/1/2019,-61386.0,-281597.0,-279323.0,616547.0,10379.0,620605.0,734824.0,1403849,0.0
3101,Thailand,11/1/2020,-19603.0,366384.0,-205473.0,91060.0,29115.0,85508.0,-13477.0,377650,1.0
3103,Canada,12/1/2019,-24646.0,445944.0,207054.0,-365463.0,78905.0,337588.0,-11347.0,711835,0.0
3105,Brazil,12/1/2019,-19342.0,652852.0,-78567.0,37119.0,21292.0,1545609.0,-38560.0,2164203,0.0
3108,United States of America,12/1/2019,243030.0,1109088.0,-1403148.0,-392696.0,-187743.0,922213.0,-659633.0,-325089,0.0
3109,Turkey,11/1/2020,53553.0,-264872.0,84186.0,458909.0,-61866.0,33932.0,79879.0,427857,353.0
3110,Australia,12/1/2019,69761.0,257711.0,40988.0,27435.0,158036.0,1111663.0,77383.0,1786777,0.0
3113,Turkey,12/1/2019,21989.0,-296931.0,81151.0,422651.0,-74950.0,33850.0,111737.0,343297,0.0
3115,Ireland,12/1/2019,165921.0,-38363.0,25975.0,-37174.0,-30315.0,291265.0,-20427.0,400682,0.0
3116,United Kingdom,11/1/2020,-158178.0,-136275.0,-69008.0,-536068.0,26208.0,-235325.0,-304503.0,-1369013,4585.0
3117,Argentina,12/1/2019,106441.0,718929.0,138859.0,5950.0,-1316.0,401561.0,80967.0,1495191,0.0
3118,New Zealand,12/1/2019,1332580.0,-26242.0,79560.0,-9260.0,12829.0,503598.0,13036.0,1949901,0.0
3119,Russian Federation,12/1/2019,-231996.0,654019.0,187666.0,-602672.0,-53552.0,-87035.0,-140365.0,-230135,0.0
3121,Thailand,12/1/2019,-20222.0,198068.0,-131945.0,130648.0,54909.0,87581.0,-45228.0,317611,0.0
3122,United Kingdom,12/1/2019,-143133.0,-82602.0,-14239.0,-475354.0,63530.0,-281714.0,-325300.0,-1215012,0.0
3124,Lithuania,12/1/2019,23510.0,84298.0,10067.0,-18766.0,1093.0,-2307.0,1461.0,143156,0.0
3125,Czech Republic,12/1/2019,12048.0,26875.0,-4188.0,-58663.0,23399.0,-108457.0,-40619.0,-105805,0.0
3126,Costa Rica,12/1/2019,8981.0,-19476.0,1646.0,150073.0,153.0,3107.0,7388.0,195672,0.0
3130,Madagascar,12/1/2019,-1932.0,-18350.0,4538.0,2533.0,-4.0,-23.0,1928.0,32490,0.0
3131,Paraguay,12/1/2019,1134.0,35142.0,-392.0,-631.0,-707.0,107214.0,-2035.0,183525,0.0
3133,Malaysia,12/1/2019,-33572.0,-156637.0,-29264.0,-61539.0,13125.0,-64196.0,-70794.0,-359077,0.0
3134,Serbia,12/1/2019,-1718.0,56038.0,-6471.0,19439.0,1815.0,-4459.0,-1442.0,107002,0.0
3137,South Africa,12/1/2019,5360.0,-6146.0,16015.0,182401.0,-6397.0,-11970.0,13275.0,236338,0.0
3139,Portugal,12/1/2019,-25131.0,-69385.0,-91667.0,3369.0,-7980.0,-97361.0,-22068.0,-266423,0.0
3140,Argentina,12/1/2020,77667.0,384429.0,101345.0,-5839.0,1024.0,223184.0,43582.0,869558,2271.0
3143,Germany,12/1/2019,37224.0,-122520.0,-210488.0,-684795.0,-31985.0,178026.0,-522402.0,-1313140,0.0
3144,Georgia,12/1/2019,-7095.0,-15076.0,-3741.0,13265.0,2181.0,-9861.0,-2891.0,20582,0.0
3145,Australia,12/1/2020,90398.0,812540.0,-25112.0,-15989.0,123088.0,897056.0,140377.0,2066524,6.0
3149,"Bolivia, Plurinational State of",12/1/2019,-274.0,3156.0,-943.0,20097.0,-634.0,6000.0,1796.0,72998,0.0
3154,Barbados,12/1/2020,-2087.0,-2784.0,-1319.0,-1828.0,23.0,-2367.0,-1546.0,32258,97.0
3156,Barbados,12/1/2019,-3001.0,-389.0,-1878.0,-1767.0,39.0,-2401.0,-1955.0,32448,0.0
3158,Norway,12/1/2019,-7957.0,-10325.0,987811.0,-61715.0,-2783.0,-7267.0,-35794.0,905770,0.0
3160,Chile,12/1/2019,-9938.0,-74955.0,476062.0,641239.0,143.0,-10806.0,11009.0,1076554,0.0
3163,Iceland,12/1/2019,-198.0,-1556.0,133904.0,-5184.0,518.0,102.0,-2959.0,168427,0.0
3165,Bosnia and Herzegovina,12/1/2020,-2629.0,-3953.0,-540.0,-6779.0,-3370.0,-15609.0,-2179.0,9107,4640.0
3166,Bosnia and Herzegovina,12/1/2019,-4414.0,-6819.0,-1224.0,-6370.0,-3050.0,-12790.0,-2611.0,6522,0.0
3168,Brazil,12/1/2020,-53223.0,850772.0,-84009.0,37469.0,13348.0,1336929.0,-15430.0,2130022,2220.0
3176,El Salvador,12/1/2019,-15057.0,-34679.0,-2173.0,-11044.0,288.0,-21972.0,-8056.0,-48893,0.0
3180,Canada,12/1/2020,-35614.0,678137.0,139079.0,-350738.0,69024.0,363816.0,58630.0,966500,2036.0
3181,Greece,12/1/2019,-21874.0,-20441.0,25675.0,91823.0,-3157.0,-116989.0,-7323.0,-8486,0.0
3183,"Taipei, Chinese",12/1/2019,-59109.0,-88529.0,36512.0,-72707.0,-351.0,-121344.0,-10642.0,-272370,0.0
3185,Chile,12/1/2020,-23355.0,-91661.0,450246.0,671909.0,8662.0,-58210.0,972.0,1002729,1002.0
3191,Switzerland,12/1/2019,17306.0,-22061.0,-56169.0,-101867.0,-3221.0,-47037.0,-66922.0,-236171,0.0
3194,Costa Rica,12/1/2020,7034.0,-50678.0,-2504.0,152213.0,-562.0,1496.0,8754.0,159919,2837.0
3196,"Korea, Republic of",12/1/2019,-70122.0,-378715.0,-344787.0,-86944.0,-9854.0,-347392.0,-42585.0,-1236599,0.0
3202,Japan,12/1/2019,-145426.0,-470011.0,-996491.0,-161530.0,-35933.0,-829357.0,-205085.0,-2800033,0.0
3214,El Salvador,12/1/2020,-18613.0,-20360.0,-636.0,-12304.0,-32.0,-18519.0,-12054.0,-38352,355.0
3230,France,12/1/2020,320244.0,469432.0,-329748.0,-401086.0,145413.0,-8513.0,-89481.0,150427,2904.0
3235,Georgia,12/1/2020,-5864.0,-12266.0,-3129.0,23304.0,2046.0,-8157.0,-2458.0,37642,13416.0
3237,Germany,12/1/2020,13711.0,66950.0,-259545.0,-835045.0,10097.0,7512.0,-580450.0,-1532604,2991.0
3240,Greece,12/1/2020,-14038.0,-26646.0,45485.0,110294.0,-3734.0,-85787.0,-6573.0,63167,2762.0
3256,Iceland,12/1/2020,-349.0,-1801.0,179903.0,-5089.0,1585.0,58.0,-2576.0,215897,577.0
3265,Ireland,12/1/2020,210230.0,-50628.0,28209.0,-48136.0,-37955.0,369978.0,-17956.0,497908,825.0
3272,Japan,12/1/2020,-148978.0,-490482.0,-930778.0,-182622.0,-38079.0,-794813.0,-199521.0,-2741107,235.0
3281,France,1/1/2020,237228.0,658343.0,-311208.0,-370457.0,190937.0,-122082.0,-87664.0,238928,0.0
3282,Spain,1/1/2020,-27431.0,-240921.0,-260758.0,527330.0,2513.0,646243.0,867592.0,1558399,0.0
3285,Canada,1/1/2020,-5018.0,425950.0,132689.0,-360176.0,84036.0,349108.0,-40611.0,629809,0.0
3287,Brazil,1/1/2020,-18826.0,228028.0,-99900.0,22929.0,16789.0,1231030.0,-50063.0,1373818,0.0
3291,United States of America,1/1/2020,253380.0,935054.0,-1420335.0,-885851.0,-185761.0,873629.0,-881827.0,-1267880,0.0
3292,Australia,1/1/2020,24186.0,380965.0,60375.0,25418.0,99585.0,723372.0,77952.0,1435684,0.0
3294,Lithuania,12/1/2020,22586.0,149037.0,1758.0,-20277.0,3964.0,-5259.0,-1734.0,194241,9543.0
3295,Ireland,1/1/2020,102942.0,-22189.0,11572.0,-38934.0,-13411.0,232219.0,-23296.0,292734,0.0
3296,Turkey,1/1/2020,45294.0,-311786.0,73693.0,318550.0,-61428.0,40229.0,81897.0,230280,0.0
3297,Argentina,1/1/2020,96399.0,1151467.0,118398.0,-1419.0,105.0,272396.0,70622.0,1751799,0.0
3299,New Zealand,1/1/2020,1054479.0,-19131.0,74754.0,18309.0,4789.0,502361.0,19341.0,1698733,0.0
3300,Madagascar,12/1/2020,-1296.0,-32825.0,8233.0,1187.0,-1.0,-19.0,1239.0,20684,1.0
3301,Russian Federation,1/1/2020,-240526.0,484566.0,137259.0,-377908.0,-4588.0,-64138.0,-108420.0,-129924,0.0
3303,Thailand,1/1/2020,-52608.0,238483.0,-186221.0,12508.0,51715.0,65576.0,-62495.0,110789,0.0
3304,Malaysia,12/1/2020,-20386.0,-161915.0,-44091.0,-56574.0,15980.0,-82369.0,-77371.0,-382560,532.0
3305,United Kingdom,1/1/2020,-110908.0,-75493.0,-106035.0,-502225.0,25614.0,-239446.0,-363495.0,-1328157,0.0
3308,Lithuania,1/1/2020,22381.0,12476.0,2626.0,-13226.0,3434.0,-5548.0,983.0,66957,0.0
3310,Czech Republic,1/1/2020,13959.0,32662.0,-15180.0,-61218.0,22113.0,-96351.0,-51857.0,-112041,0.0
3311,Costa Rica,1/1/2020,5506.0,-24137.0,-2155.0,172174.0,41.0,2377.0,5608.0,203245,0.0
3317,Madagascar,1/1/2020,-2075.0,-24075.0,8100.0,480.0,-160.0,-8.0,768.0,26861,0.0
3318,Paraguay,1/1/2020,-1610.0,42543.0,-302.0,616.0,-501.0,96740.0,-2331.0,178986,0.0
3320,Malaysia,1/1/2020,-22972.0,-107430.0,-43497.0,-74752.0,15189.0,-81146.0,-67505.0,-338282,0.0
3321,Serbia,1/1/2020,-11.0,38399.0,-3153.0,26976.0,3160.0,-5490.0,-98.0,103614,0.0
3326,South Africa,1/1/2020,3625.0,-3330.0,17852.0,241211.0,-7161.0,-15854.0,14613.0,294787,0.0
3327,Portugal,1/1/2020,-19668.0,-56281.0,-75761.0,1001.0,2376.0,-90761.0,-22825.0,-218088,0.0
3331,Germany,1/1/2020,184074.0,-48106.0,-291527.0,-812411.0,-45990.0,204098.0,-594144.0,-1360175,0.0
3333,Georgia,1/1/2020,-6318.0,-10965.0,-3939.0,90.0,-13.0,-7753.0,-1718.0,13215,0.0
3334,New Zealand,12/1/2020,1153327.0,-16033.0,97916.0,18041.0,27330.0,502729.0,14185.0,1841661,10.0
3339,"Bolivia, Plurinational State of",1/1/2020,171.0,-512.0,-999.0,9128.0,-940.0,3913.0,699.0,55291,0.0
3344,Norway,12/1/2020,-10721.0,-16746.0,967640.0,-67988.0,-1091.0,-12263.0,-42193.0,860804,1185.0
3346,Barbados,1/1/2020,-3160.0,-1939.0,-1917.0,-1297.0,61.0,-2905.0,-1286.0,31388,0.0
3347,Chile,1/1/2020,-12978.0,-63005.0,545196.0,1112445.0,-980.0,28516.0,15095.0,1668120,0.0
3349,Norway,1/1/2020,-7137.0,-11759.0,966253.0,-61112.0,175.0,-7305.0,-44013.0,878933,0.0
3351,Iceland,1/1/2020,-344.0,-1279.0,141442.0,-4235.0,541.0,-1527.0,-2615.0,175814,0.0
3354,Paraguay,12/1/2020,-360.0,49221.0,-269.0,-343.0,-1211.0,123137.0,-2047.0,212294,1471.0
3355,Bosnia and Herzegovina,1/1/2020,-3442.0,-7180.0,-150.0,-6228.0,-3218.0,-9759.0,-3073.0,10781,0.0
3362,Portugal,12/1/2020,-19610.0,-71131.0,-97539.0,-6174.0,1044.0,-92574.0,-22791.0,-264609,6918.0
3364,El Salvador,1/1/2020,-14012.0,-8729.0,210.0,-9346.0,-193.0,-19854.0,-7699.0,-15792,0.0
3368,Greece,1/1/2020,-12423.0,-21522.0,9494.0,72551.0,-2650.0,-104726.0,-9255.0,-24700,0.0
3373,"Taipei, Chinese",1/1/2020,-42499.0,-95508.0,17288.0,-64644.0,-155.0,-114974.0,-9214.0,-265875,0.0
3379,Switzerland,1/1/2020,15565.0,-22102.0,-42978.0,-108897.0,-9669.0,-41864.0,-74764.0,-240878,0.0
3382,Serbia,12/1/2020,-3257.0,88988.0,-5567.0,28029.0,966.0,-6607.0,-408.0,146310,13252.0
3385,"Korea, Republic of",1/1/2020,-81939.0,-357972.0,-369234.0,-100555.0,-4036.0,-573837.0,-48892.0,-1492634,0.0
3392,Japan,1/1/2020,-136066.0,-484079.0,-811838.0,-221377.0,-35575.0,-832224.0,-207629.0,-2684957,0.0
3395,South Africa,12/1/2020,9010.0,347.0,18444.0,192602.0,-6401.0,-5532.0,11152.0,263788,634.0
3400,Spain,12/1/2020,-57430.0,-274226.0,-297342.0,743179.0,9195.0,841320.0,798320.0,1807182,3132.0
3408,Switzerland,12/1/2020,20665.0,-19634.0,-65283.0,-124993.0,-588.0,-50760.0,-80038.0,-276465,6464.0
3414,Thailand,12/1/2020,-31895.0,211341.0,-196251.0,123194.0,51544.0,75626.0,8009.0,285734,2.0
3422,Turkey,12/1/2020,44159.0,-390688.0,106667.0,468824.0,-72754.0,35506.0,88405.0,324285,2911.0
3429,United Kingdom,12/1/2020,-162210.0,-121608.0,-45193.0,-516077.0,100574.0,-225679.0,-318685.0,-1244712,3414.0
3453,Argentina,1/1/2021,123462.0,665167.0,95354.0,-13472.0,-1960.0,230027.0,44910.0,1187685,2154.0
3457,Australia,1/1/2021,55674.0,802583.0,-25432.0,27422.0,112381.0,535635.0,181342.0,1733802,13.0
3460,Barbados,1/1/2021,-2314.0,-315.0,-825.0,-1258.0,69.0,-1417.0,-1025.0,37112,306.0
3461,United States of America,2/1/2020,213082.0,1376378.0,-1072898.0,-602121.0,-151204.0,946518.0,-754091.0,-474,0.0
3465,Russian Federation,2/1/2020,-217827.0,324102.0,150925.0,-444470.0,-9789.0,-74442.0,-118996.0,-346635,0.0
3466,Bosnia and Herzegovina,1/1/2021,-3178.0,-6030.0,-304.0,-4686.0,-2954.0,-11121.0,-3518.0,12406,2225.0
3467,Brazil,1/1/2021,-35826.0,296167.0,-75121.0,20920.0,9789.0,1031315.0,-17303.0,1274138,2512.0
3470,Czech Republic,2/1/2020,19887.0,34139.0,-5241.0,-57969.0,22655.0,-92943.0,-50375.0,-85985,0.0
3473,Canada,1/1/2021,-23825.0,686544.0,125932.0,-360689.0,69462.0,335709.0,-4694.0,872636,2337.0
3474,Chile,1/1/2021,-28810.0,-80431.0,445999.0,1354308.0,-862.0,-40648.0,16824.0,1710577,1636.0
3478,Costa Rica,1/1/2021,5900.0,-35370.0,-602.0,173373.0,-400.0,3352.0,9775.0,200225,2306.0
3481,"Bolivia, Plurinational State of",2/1/2020,190.0,-970.0,-904.0,8677.0,-1241.0,2203.0,447.0,52264,0.0
3486,El Salvador,1/1/2021,-17432.0,-20711.0,563.0,-9555.0,32.0,-17037.0,-8477.0,-28420,552.0
3492,France,1/1/2021,276542.0,595220.0,-293647.0,-397063.0,171182.0,-69115.0,-123979.0,203337,2923.0
3494,Georgia,1/1/2021,-2639.0,-8003.0,-2070.0,8716.0,542.0,-7223.0,-636.0,32884,6133.0
3495,Germany,1/1/2021,90998.0,-13834.0,-226691.0,-821268.0,-17492.0,78979.0,-667855.0,-1532966,3286.0
3496,"Taipei, Chinese",2/1/2020,-50918.0,-146120.0,31617.0,-26255.0,-676.0,-130650.0,-3006.0,-282146,0.0
3497,Greece,1/1/2021,-6294.0,-34508.0,31383.0,96621.0,-2872.0,-79585.0,7622.0,56564,951.0
3500,"Korea, Republic of",2/1/2020,-89342.0,-319453.0,-230183.0,-90968.0,-2414.0,-342889.0,-21752.0,-1053139,0.0
3503,Iceland,1/1/2021,-109.0,-1529.0,135861.0,-4065.0,876.0,727.0,-2269.0,173689,437.0
3506,Ireland,1/1/2021,80545.0,-36146.0,40116.0,-33872.0,-584.0,217074.0,-15201.0,296129,3066.0
3509,Japan,1/1/2021,-127640.0,-463654.0,-713044.0,-131646.0,-24934.0,-753825.0,-172607.0,-2343153,360.0
3519,Lithuania,1/1/2021,18837.0,80268.0,3109.0,-10535.0,-372.0,-5602.0,-2549.0,127353,14419.0
3522,Madagascar,1/1/2021,-1064.0,-34333.0,7570.0,250.0,-10.0,-5.0,915.0,17520,4.0
3524,Malaysia,1/1/2021,-24795.0,-112605.0,-46097.0,-85507.0,15866.0,-63945.0,-78872.0,-351758,740.0
3541,New Zealand,1/1/2021,1028644.0,-31978.0,55525.0,32052.0,17810.0,447538.0,19648.0,1613436,10.0
3545,Norway,1/1/2021,-10669.0,-12265.0,819078.0,-66773.0,-633.0,-15956.0,-48183.0,708796,1207.0
3546,United States of America,3/1/2020,283189.0,1311101.0,-871791.0,-723606.0,-193761.0,862111.0,-808533.0,-97399,0.0
3548,Russian Federation,3/1/2020,-245897.0,737324.0,282029.0,-447710.0,-32023.0,-81641.0,-189015.0,66958,0.0
3549,Paraguay,1/1/2021,-513.0,94464.0,-341.0,-117.0,-820.0,89486.0,-1622.0,224734,1392.0
3553,Portugal,1/1/2021,-22980.0,-81930.0,-73049.0,-8426.0,-3008.0,-71228.0,-29406.0,-245830,5279.0
3554,Czech Republic,3/1/2020,17719.0,38593.0,-6259.0,-69686.0,23457.0,-101901.0,-55953.0,-110139,0.0
3561,Serbia,1/1/2021,-1190.0,84293.0,-3348.0,30401.0,3402.0,-4949.0,-2649.0,150157,6892.0
3566,"Bolivia, Plurinational State of",3/1/2020,-735.0,5486.0,-896.0,10978.0,-581.0,2820.0,263.0,61226,0.0
3567,South Africa,1/1/2021,7464.0,5690.0,14968.0,241250.0,-7302.0,-7855.0,9799.0,308211,2870.0
3568,Spain,1/1/2021,-35240.0,-220646.0,-231310.0,636009.0,1010.0,773526.0,955601.0,1923147,2803.0
3570,Switzerland,1/1/2021,9124.0,-19778.0,-41784.0,-112538.0,-12995.0,-32514.0,-87167.0,-253455,5543.0
3571,Thailand,1/1/2021,-31116.0,220930.0,-189461.0,145009.0,65668.0,75423.0,22452.0,353102,44.0
3573,"Taipei, Chinese",3/1/2020,-57685.0,-106023.0,5101.0,-23113.0,-643.0,-149371.0,-2953.0,-290796,0.0
3574,Turkey,1/1/2021,40301.0,-265670.0,84629.0,352876.0,-32872.0,45361.0,99456.0,368278,2808.0
3577,United Kingdom,1/1/2021,-190257.0,-144609.0,-159640.0,-535748.0,9571.0,-212876.0,-370687.0,-1560049,8311.0
3578,"Korea, Republic of",3/1/2020,-78245.0,-289795.0,-210466.0,-193727.0,-4851.0,-419971.0,-42850.0,-1196014,0.0
3582,Argentina,2/1/2021,81048.0,620494.0,145234.0,19302.0,1134.0,226300.0,38645.0,1176385,2772.0
3584,Australia,2/1/2021,120211.0,914191.0,-22849.0,51502.0,73715.0,746612.0,135878.0,2063488,4.0
3589,Barbados,2/1/2021,-1342.0,-2592.0,-1216.0,-1564.0,112.0,-1992.0,-1065.0,34569,1609.0
3595,Bosnia and Herzegovina,2/1/2021,-3361.0,-9334.0,-1058.0,-5795.0,-3605.0,-11116.0,-5679.0,4280,1261.0
3596,Brazil,2/1/2021,-21775.0,22302.0,-93297.0,23778.0,3780.0,1139949.0,-24359.0,1094606,3353.0
3604,Canada,2/1/2021,-15695.0,516779.0,96433.0,-355478.0,77610.0,368322.0,40323.0,772522,1783.0
3606,Chile,2/1/2021,-19669.0,-101227.0,423538.0,818373.0,2423.0,-43178.0,8985.0,1133473,2974.0
3611,Costa Rica,2/1/2021,6559.0,-18502.0,2001.0,180138.0,-874.0,3038.0,11045.0,227633,1664.0
3617,United States of America,4/1/2020,229832.0,1568167.0,-801490.0,-634826.0,-150428.0,809600.0,-594558.0,470219,0.0
3620,El Salvador,2/1/2021,-19745.0,-20429.0,284.0,-8328.0,-216.0,-18400.0,-10346.0,-32952,577.0
3621,Russian Federation,4/1/2020,-196139.0,1188057.0,277313.0,-355068.0,-11157.0,-58115.0,-180061.0,708752,0.0
3626,Czech Republic,4/1/2020,19355.0,49597.0,-4592.0,-61808.0,18893.0,-74760.0,-54286.0,-63679,0.0
3628,France,2/1/2021,253703.0,740067.0,-262590.0,-381290.0,155206.0,-63799.0,-131865.0,353660,4256.0
3630,Georgia,2/1/2021,-4661.0,-11518.0,-1355.0,7900.0,3326.0,-5657.0,-1166.0,31097,2622.0
3631,Germany,2/1/2021,97742.0,-75253.0,-229657.0,-794587.0,-15237.0,125249.0,-689121.0,-1536636,2061.0
3632,Greece,2/1/2021,-801.0,-20965.0,15490.0,89746.0,-3140.0,-90338.0,-890.0,33330,826.0
3637,"Bolivia, Plurinational State of",4/1/2020,-1060.0,5639.0,-827.0,10620.0,-730.0,3342.0,1573.0,62479,0.0
3638,Iceland,2/1/2021,329.0,-1788.0,153488.0,-4812.0,1811.0,-172.0,-2668.0,190416,114.0
3641,Ireland,2/1/2021,80339.0,-24215.0,46409.0,-34678.0,16281.0,249900.0,-18196.0,360068,4558.0
3644,Japan,2/1/2021,-135325.0,-470545.0,-571913.0,-176100.0,-16405.0,-679351.0,-184144.0,-2189555,447.0
3651,"Taipei, Chinese",4/1/2020,-57400.0,-115000.0,4430.0,-30839.0,-1799.0,-136026.0,-3501.0,-296213,0.0
3652,Lithuania,2/1/2021,18793.0,97857.0,-2091.0,-13190.0,1642.0,-6116.0,472.0,141595,4604.0
3654,Madagascar,2/1/2021,-2193.0,-27048.0,8596.0,192.0,-61.0,-8.0,827.0,24533,27.0
3656,"Korea, Republic of",4/1/2020,-92453.0,-293556.0,-234166.0,-196628.0,-4588.0,-401866.0,-46338.0,-1225673,0.0
3657,Malaysia,2/1/2021,-36997.0,-136028.0,-31185.0,-46005.0,10752.0,-56799.0,-67542.0,-319576,1752.0
3668,New Zealand,2/1/2021,922772.0,-18759.0,78696.0,23008.0,1940.0,573680.0,33848.0,1659413,9.0
3674,Norway,2/1/2021,-12379.0,-9932.0,955593.0,-64357.0,-794.0,-15240.0,-43584.0,853535,774.0
3678,Paraguay,2/1/2021,-66.0,67346.0,-240.0,48.0,-523.0,113215.0,-2231.0,221777,1550.0
3684,Portugal,2/1/2021,-3390.0,-67966.0,-65699.0,-19384.0,18276.0,-53307.0,-16510.0,-163752,16701.0
3694,Serbia,2/1/2021,-2010.0,84951.0,-2758.0,36378.0,3190.0,-6466.0,-5046.0,152467,3331.0
3700,South Africa,2/1/2021,3897.0,-26295.0,28078.0,270703.0,-8781.0,-11260.0,13550.0,314120,1822.0
3701,United States of America,5/1/2020,244275.0,1646091.0,-1067353.0,-562993.0,-187943.0,505667.0,-628852.0,-7156,0.0
3702,Spain,2/1/2021,-18940.0,-203318.0,-209110.0,559441.0,-1598.0,814463.0,941837.0,1927003,10404.0
3703,Russian Federation,5/1/2020,-187031.0,128902.0,177711.0,-387243.0,-26732.0,-38131.0,-186292.0,-474864,0.0
3705,Switzerland,2/1/2021,8624.0,-34121.0,-46911.0,-109345.0,-6304.0,-33026.0,-87093.0,-263948,2887.0
3706,Czech Republic,5/1/2020,18282.0,44679.0,-6359.0,-64863.0,21246.0,-79352.0,-55106.0,-77521,0.0
3707,Thailand,2/1/2021,-20748.0,69302.0,-175047.0,142843.0,46381.0,78161.0,38448.0,223568,112.0
3709,Turkey,2/1/2021,44890.0,-305896.0,89399.0,335631.0,-35539.0,38828.0,114209.0,325750,1084.0
3712,United Kingdom,2/1/2021,-160895.0,-136342.0,-95450.0,-491490.0,4037.0,-175866.0,-380270.0,-1392048,5916.0
3714,"Bolivia, Plurinational State of",5/1/2020,-2216.0,6812.0,-676.0,11869.0,-199.0,4401.0,1605.0,65548,0.0
3717,Argentina,3/1/2021,94835.0,963494.0,149317.0,20709.0,-498.0,263400.0,40540.0,1576053,1819.0
3719,Australia,3/1/2021,121701.0,825141.0,-18373.0,111303.0,92713.0,885626.0,123923.0,2186290,3.0
3722,Barbados,3/1/2021,-3434.0,-233.0,-932.0,-1713.0,29.0,-1882.0,-1338.0,34753,2944.0
3723,"Taipei, Chinese",5/1/2020,-59810.0,-81136.0,-19876.0,-73368.0,-150.0,-137367.0,-9053.0,-336808,0.0
3727,Bosnia and Herzegovina,3/1/2021,-4105.0,-10656.0,-984.0,-7663.0,-3854.0,-14509.0,-4789.0,-2304,1483.0
3728,"Korea, Republic of",5/1/2020,-89380.0,-334517.0,-301802.0,-175315.0,-5785.0,-449684.0,-35256.0,-1347787,0.0
3729,Brazil,3/1/2021,-19985.0,-108970.0,-97297.0,42167.0,15729.0,1451010.0,-27965.0,1298945,3366.0
3734,Canada,3/1/2021,-26873.0,775868.0,118522.0,-419807.0,87392.0,399470.0,78529.0,1057357,1126.0
3735,Chile,3/1/2021,-31170.0,-77805.0,499856.0,533776.0,-969.0,-50088.0,2426.0,920282,2614.0
3739,Costa Rica,3/1/2021,3781.0,-38414.0,706.0,227611.0,-646.0,-138.0,7670.0,244826,985.0
3749,El Salvador,3/1/2021,-20011.0,-45728.0,-1819.0,-11551.0,619.0,-20502.0,-12504.0,-67240,355.0
3759,France,3/1/2021,310214.0,806560.0,-371140.0,-433783.0,186274.0,-86021.0,-131564.0,324796,4314.0
3761,Georgia,3/1/2021,-6264.0,-8951.0,-2869.0,5422.0,405.0,-5427.0,-1885.0,24687,1306.0
3762,Germany,3/1/2021,134868.0,-11919.0,-274417.0,-830562.0,-31848.0,50393.0,-766919.0,-1686148,1295.0
3764,Greece,3/1/2021,17643.0,-27352.0,19282.0,91386.0,-5469.0,-72076.0,1738.0,69408,1875.0
3771,Iceland,3/1/2021,234.0,-2693.0,224736.0,-5241.0,2343.0,220.0,-3541.0,260314,44.0
3774,United States of America,6/1/2020,246541.0,1451210.0,-1290368.0,-610964.0,-185294.0,388053.0,-584637.0,-541476,0.0
3775,Ireland,3/1/2021,146606.0,-49420.0,61109.0,-46126.0,8387.0,274208.0,-14829.0,424191,1981.0
3778,Russian Federation,6/1/2020,-211954.0,48751.0,196861.0,-477697.0,-6160.0,-28690.0,-140886.0,-575792,0.0
3779,Japan,3/1/2021,-152044.0,-673519.0,-614841.0,-271527.0,-12965.0,-762619.0,-211261.0,-2654520,124.0
3783,Czech Republic,6/1/2020,19570.0,40610.0,-4432.0,-62791.0,24552.0,-87650.0,-41779.0,-67937,0.0
3787,Lithuania,3/1/2021,18501.0,23059.0,-882.0,-16706.0,2376.0,-12915.0,-206.0,57483,3146.0
3789,Madagascar,3/1/2021,-1310.0,-34596.0,8452.0,-56.0,-115.0,-18.0,476.0,17089,8.0
3791,Malaysia,3/1/2021,-32334.0,-172720.0,-41734.0,-67896.0,10255.0,-87361.0,-60905.0,-408439,1102.0
3793,"Bolivia, Plurinational State of",6/1/2020,-596.0,6579.0,-828.0,11286.0,-722.0,2312.0,1238.0,63252,0.0
3803,New Zealand,3/1/2021,1122373.0,-20455.0,90630.0,200686.0,14761.0,644684.0,59332.0,2156267,9.0
3807,Norway,3/1/2021,-15477.0,-15882.0,1189236.0,-76963.0,-2221.0,-22070.0,-53742.0,1047137,893.0
3808,"Taipei, Chinese",6/1/2020,-59540.0,-93748.0,9897.0,-59937.0,-200.0,-125749.0,-18265.0,-303559,0.0
3810,Paraguay,3/1/2021,-365.0,48942.0,-725.0,822.0,-1013.0,151989.0,-3587.0,240319,2127.0
